section,segment,metric,value,n
Interaction x shape,REJECTION|trend_up,wr_60_60_resolved,0.5,14
Interaction x shape,REJECTION|trend_up,wr_80_80_resolved,0.5,16
Interaction x shape,REJECTION|unknown,events,26.0,26
Interaction x shape,REJECTION|unknown,wr_20_20_resolved,0.36363636363636365,11
Interaction x shape,REJECTION|unknown,wr_40_40_resolved,0.4444444444444444,18
Interaction x shape,REJECTION|unknown,wr_60_60_resolved,0.4583333333333333,24
Interaction x shape,REJECTION|unknown,wr_80_80_resolved,0.5,24
Monthly,2026-03,events,27.0,27
Monthly,2026-03,unique_days,7.0,27
Monthly,2026-03,wr_20_20_resolved,0.23076923076923078,13
Monthly,2026-03,wr_40_40_resolved,0.35,20
Monthly,2026-03,wr_60_60_resolved,0.32,25
Monthly,2026-03,wr_80_80_resolved,0.34615384615384615,26
Monthly,2026-04,events,29.0,29
Monthly,2026-04,unique_days,7.0,29
Monthly,2026-04,wr_20_20_resolved,0.5,8
Monthly,2026-04,wr_40_40_resolved,0.43478260869565216,23
Monthly,2026-04,wr_60_60_resolved,0.39285714285714285,28
Monthly,2026-04,wr_80_80_resolved,0.37037037037037035,27
Monthly,2026-05,events,27.0,27
Monthly,2026-05,unique_days,7.0,27
Monthly,2026-05,wr_20_20_resolved,0.75,4
Monthly,2026-05,wr_40_40_resolved,0.3333333333333333,15
Monthly,2026-05,wr_60_60_resolved,0.6,20
Monthly,2026-05,wr_80_80_resolved,0.782608695652174,23
Monthly,2026-06,events,39.0,39
Monthly,2026-06,unique_days,5.0,39
Monthly,2026-06,wr_20_20_resolved,0.5555555555555556,9
Monthly,2026-06,wr_40_40_resolved,0.5714285714285714,14
Monthly,2026-06,wr_60_60_resolved,0.5,18
Monthly,2026-06,wr_80_80_resolved,0.6153846153846154,26
Monthly,2026-07,events,5.0,5
Monthly,2026-07,unique_days,2.0,5
Monthly,2026-07,wr_20_20_resolved,1.0,2
Monthly,2026-07,wr_40_40_resolved,1.0,3
Monthly,2026-07,wr_60_60_resolved,1.0,3
Monthly,2026-07,wr_80_80_resolved,1.0,3
