section,segment,metric,value,n
Interaction x shape,ACCEPTANCE|trend_up,events,59.0,59
Interaction x shape,ACCEPTANCE|trend_up,wr_20_20_resolved,0.5238095238095238,21
Interaction x shape,ACCEPTANCE|trend_up,wr_40_40_resolved,0.5555555555555556,36
Interaction x shape,ACCEPTANCE|trend_up,wr_60_60_resolved,0.4222222222222222,45
Interaction x shape,ACCEPTANCE|trend_up,wr_80_80_resolved,0.46808510638297873,47
Interaction x shape,ACCEPTANCE|unknown,events,49.0,49
Interaction x shape,ACCEPTANCE|unknown,wr_20_20_resolved,0.6363636363636364,22
Interaction x shape,ACCEPTANCE|unknown,wr_40_40_resolved,0.6216216216216216,37
Interaction x shape,ACCEPTANCE|unknown,wr_60_60_resolved,0.6190476190476191,42
Interaction x shape,ACCEPTANCE|unknown,wr_80_80_resolved,0.625,40
Interaction x shape,REJECTION|D,events,1.0,1
Interaction x shape,REJECTION|D,wr_20_20_resolved,,0
Interaction x shape,REJECTION|D,wr_40_40_resolved,1.0,1
Interaction x shape,REJECTION|D,wr_60_60_resolved,1.0,1
Interaction x shape,REJECTION|D,wr_80_80_resolved,1.0,1
Interaction x shape,REJECTION|double,events,10.0,10
Interaction x shape,REJECTION|double,wr_20_20_resolved,0.6666666666666666,6
Interaction x shape,REJECTION|double,wr_40_40_resolved,0.6,10
Interaction x shape,REJECTION|double,wr_60_60_resolved,0.7,10
Interaction x shape,REJECTION|double,wr_80_80_resolved,0.6,10
Interaction x shape,REJECTION|trend_down,events,40.0,40
Interaction x shape,REJECTION|trend_down,wr_20_20_resolved,0.1875,16
Interaction x shape,REJECTION|trend_down,wr_40_40_resolved,0.3076923076923077,26
Interaction x shape,REJECTION|trend_down,wr_60_60_resolved,0.4,25
Interaction x shape,REJECTION|trend_down,wr_80_80_resolved,0.42857142857142855,21
Interaction x shape,REJECTION|trend_up,events,34.0,34
Interaction x shape,REJECTION|trend_up,wr_20_20_resolved,0.5,14
Interaction x shape,REJECTION|trend_up,wr_40_40_resolved,0.52,25
Interaction x shape,REJECTION|trend_up,wr_60_60_resolved,0.4230769230769231,26
Interaction x shape,REJECTION|trend_up,wr_80_80_resolved,0.4583333333333333,24
Interaction x shape,REJECTION|unknown,events,48.0,48
Interaction x shape,REJECTION|unknown,wr_20_20_resolved,0.4166666666666667,24
Interaction x shape,REJECTION|unknown,wr_40_40_resolved,0.4411764705882353,34
Interaction x shape,REJECTION|unknown,wr_60_60_resolved,0.4722222222222222,36
Interaction x shape,REJECTION|unknown,wr_80_80_resolved,0.47058823529411764,34
Interaction x shape,UNKNOWN_APPROACH|unknown,events,1.0,1
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_20_20_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_40_40_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_60_60_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_80_80_resolved,,0
Monthly,2025-03,events,38.0,38
Monthly,2025-03,unique_days,7.0,38
Monthly,2025-03,wr_20_20_resolved,0.4375,16
Monthly,2025-03,wr_40_40_resolved,0.56,25
Monthly,2025-03,wr_60_60_resolved,0.5,28
Monthly,2025-03,wr_80_80_resolved,0.5357142857142857,28
Monthly,2025-04,events,63.0,63
Monthly,2025-04,unique_days,11.0,63
Monthly,2025-04,wr_20_20_resolved,0.4375,16
Monthly,2025-04,wr_40_40_resolved,0.3448275862068966,29
Monthly,2025-04,wr_60_60_resolved,0.4,40
Monthly,2025-04,wr_80_80_resolved,0.46,50
Monthly,2025-05,events,33.0,33
Monthly,2025-05,unique_days,8.0,33
Monthly,2025-05,wr_20_20_resolved,0.4444444444444444,9
Monthly,2025-05,wr_40_40_resolved,0.4090909090909091,22
Monthly,2025-05,wr_60_60_resolved,0.391304347826087,23
Monthly,2025-05,wr_80_80_resolved,0.4444444444444444,18
Monthly,2025-06,events,43.0,43
Monthly,2025-06,unique_days,11.0,43
Monthly,2025-06,wr_20_20_resolved,0.4782608695652174,23
Monthly,2025-06,wr_40_40_resolved,0.5142857142857142,35
Monthly,2025-06,wr_60_60_resolved,0.5714285714285714,35
Monthly,2025-06,wr_80_80_resolved,0.6333333333333333,30
Monthly,2025-07,events,32.0,32
Monthly,2025-07,unique_days,10.0,32
Monthly,2025-07,wr_20_20_resolved,0.6428571428571429,14
Monthly,2025-07,wr_40_40_resolved,0.75,24
Monthly,2025-07,wr_60_60_resolved,0.5833333333333334,24
Monthly,2025-07,wr_80_80_resolved,0.6666666666666666,18
Monthly,2025-08,events,38.0,38
Monthly,2025-08,unique_days,9.0,38
Monthly,2025-08,wr_20_20_resolved,0.48,25
Monthly,2025-08,wr_40_40_resolved,0.47058823529411764,34
Monthly,2025-08,wr_60_60_resolved,0.45714285714285713,35
Monthly,2025-08,wr_80_80_resolved,0.4857142857142857,35
Monthly,2025-09,events,28.0,28
Monthly,2025-09,unique_days,8.0,28
Monthly,2025-09,wr_20_20_resolved,0.375,8
Monthly,2025-09,wr_40_40_resolved,0.625,24
Monthly,2025-09,wr_60_60_resolved,0.6521739130434783,23
Monthly,2025-09,wr_80_80_resolved,0.5238095238095238,21
Monthly,2025-10,events,11.0,11
Monthly,2025-10,unique_days,4.0,11
Monthly,2025-10,wr_20_20_resolved,0.8571428571428571,7
Monthly,2025-10,wr_40_40_resolved,0.8888888888888888,9
Monthly,2025-10,wr_60_60_resolved,0.7777777777777778,9
Monthly,2025-10,wr_80_80_resolved,0.7777777777777778,9
