section,segment,metric,value,n
Interaction x shape,REJECTION|double,wr_80_80_resolved,1.0,4
Interaction x shape,REJECTION|trend_down,events,13.0,13
Interaction x shape,REJECTION|trend_down,wr_20_20_resolved,0.6,5
Interaction x shape,REJECTION|trend_down,wr_40_40_resolved,0.375,8
Interaction x shape,REJECTION|trend_down,wr_60_60_resolved,0.36363636363636365,11
Interaction x shape,REJECTION|trend_down,wr_80_80_resolved,0.36363636363636365,11
Interaction x shape,REJECTION|trend_up,events,27.0,27
Interaction x shape,REJECTION|trend_up,wr_20_20_resolved,0.4444444444444444,9
Interaction x shape,REJECTION|trend_up,wr_40_40_resolved,0.4666666666666667,15
Interaction x shape,REJECTION|trend_up,wr_60_60_resolved,0.47058823529411764,17
Interaction x shape,REJECTION|trend_up,wr_80_80_resolved,0.47368421052631576,19
Interaction x shape,REJECTION|unknown,events,43.0,43
Interaction x shape,REJECTION|unknown,wr_20_20_resolved,0.3333333333333333,15
Interaction x shape,REJECTION|unknown,wr_40_40_resolved,0.37037037037037035,27
Interaction x shape,REJECTION|unknown,wr_60_60_resolved,0.3888888888888889,36
Interaction x shape,REJECTION|unknown,wr_80_80_resolved,0.41025641025641024,39
Interaction x shape,UNRESOLVED|unknown,events,1.0,1
Interaction x shape,UNRESOLVED|unknown,wr_20_20_resolved,,0
Interaction x shape,UNRESOLVED|unknown,wr_40_40_resolved,,0
Interaction x shape,UNRESOLVED|unknown,wr_60_60_resolved,,0
Interaction x shape,UNRESOLVED|unknown,wr_80_80_resolved,,0
Monthly,2026-03,events,27.0,27
Monthly,2026-03,unique_days,7.0,27
Monthly,2026-03,wr_20_20_resolved,0.23076923076923078,13
Monthly,2026-03,wr_40_40_resolved,0.35,20
Monthly,2026-03,wr_60_60_resolved,0.32,25
Monthly,2026-03,wr_80_80_resolved,0.34615384615384615,26
Monthly,2026-04,events,29.0,29
Monthly,2026-04,unique_days,7.0,29
Monthly,2026-04,wr_20_20_resolved,0.5,8
Monthly,2026-04,wr_40_40_resolved,0.43478260869565216,23
Monthly,2026-04,wr_60_60_resolved,0.39285714285714285,28
Monthly,2026-04,wr_80_80_resolved,0.37037037037037035,27
Monthly,2026-05,events,38.0,38
Monthly,2026-05,unique_days,8.0,38
Monthly,2026-05,wr_20_20_resolved,0.5,8
Monthly,2026-05,wr_40_40_resolved,0.3333333333333333,24
Monthly,2026-05,wr_60_60_resolved,0.5172413793103449,29
Monthly,2026-05,wr_80_80_resolved,0.6666666666666666,30
Monthly,2026-06,events,82.0,82
Monthly,2026-06,unique_days,11.0,82
Monthly,2026-06,wr_20_20_resolved,0.5238095238095238,21
Monthly,2026-06,wr_40_40_resolved,0.5555555555555556,36
Monthly,2026-06,wr_60_60_resolved,0.5,44
Monthly,2026-06,wr_80_80_resolved,0.5081967213114754,61
Monthly,2026-07,events,5.0,5
Monthly,2026-07,unique_days,2.0,5
Monthly,2026-07,wr_20_20_resolved,1.0,2
Monthly,2026-07,wr_40_40_resolved,1.0,3
Monthly,2026-07,wr_60_60_resolved,1.0,3
Monthly,2026-07,wr_80_80_resolved,1.0,3
