section,segment,metric,value,n
Shape cohort,double,mfe_ticks_p90,371.00000000000006,12
Shape cohort,double,mfe_ticks_max,480.0,12
Shape cohort,double,mae_ticks_median,132.5,13
Shape cohort,double,time_to_mfe_seconds_median,180.0,12
Shape cohort,trend_down,events,23.0,23
Shape cohort,trend_down,unique_days,6.0,23
Shape cohort,trend_down,events_per_month,3.8333333333333335,23
Shape cohort,trend_down,mfe_ticks_median,160.0,21
Shape cohort,trend_down,mfe_ticks_mean,163.57142857142858,21
Shape cohort,trend_down,mfe_ticks_p90,320.0,21
Shape cohort,trend_down,mfe_ticks_max,355.0,21
Shape cohort,trend_down,mae_ticks_median,70.0,23
Shape cohort,trend_down,time_to_mfe_seconds_median,120.0,21
Shape cohort,trend_up,events,20.0,20
Shape cohort,trend_up,unique_days,9.0,20
Shape cohort,trend_up,events_per_month,3.3333333333333335,20
Shape cohort,trend_up,mfe_ticks_median,70.0,18
Shape cohort,trend_up,mfe_ticks_mean,119.72222222222223,18
Shape cohort,trend_up,mfe_ticks_p90,291.50000000000006,18
Shape cohort,trend_up,mfe_ticks_max,330.0,18
Shape cohort,trend_up,mae_ticks_median,62.5,20
Shape cohort,trend_up,time_to_mfe_seconds_median,180.0,18
Shape cohort,unknown,events,49.0,49
Shape cohort,unknown,unique_days,9.0,49
Shape cohort,unknown,events_per_month,8.166666666666666,49
Shape cohort,unknown,mfe_ticks_median,67.5,48
Shape cohort,unknown,mfe_ticks_mean,87.70833333333333,48
Shape cohort,unknown,mfe_ticks_p90,174.50000000000006,48
Shape cohort,unknown,mfe_ticks_max,325.0,48
Shape cohort,unknown,mae_ticks_median,102.5,49
Shape cohort,unknown,time_to_mfe_seconds_median,120.0,48
Interaction cohort,ACCEPTANCE,events,52.0,52
Interaction cohort,ACCEPTANCE,unique_days,18.0,52
Interaction cohort,ACCEPTANCE,mean_mfe_ticks,106.47058823529412,52
Interaction cohort,ACCEPTANCE,mean_mae_ticks,117.15686274509804,52
Interaction cohort,ACCEPTANCE,wr_20_20_all,0.15384615384615385,52
Interaction cohort,ACCEPTANCE,wr_20_20_resolved,0.4,20
Interaction cohort,ACCEPTANCE,mean_realized_r_20_20,-0.2,20
Interaction cohort,ACCEPTANCE,wr_40_40_all,0.36538461538461536,52
Interaction cohort,ACCEPTANCE,wr_40_40_resolved,0.4523809523809524,42
Interaction cohort,ACCEPTANCE,mean_realized_r_40_40,-0.07848837209302326,43
Interaction cohort,ACCEPTANCE,wr_60_60_all,0.40384615384615385,52
Interaction cohort,ACCEPTANCE,wr_60_60_resolved,0.44680851063829785,47
Interaction cohort,ACCEPTANCE,mean_realized_r_60_60,-0.07666666666666666,50
Interaction cohort,ACCEPTANCE,wr_80_80_all,0.4423076923076923,52
Interaction cohort,ACCEPTANCE,wr_80_80_resolved,0.4791666666666667,48
Interaction cohort,ACCEPTANCE,mean_realized_r_80_80,-0.022058823529411766,51
Interaction cohort,REJECTION,events,50.0,50
Interaction cohort,REJECTION,unique_days,23.0,50
Interaction cohort,REJECTION,mean_mfe_ticks,128.02083333333334,50
Interaction cohort,REJECTION,mean_mae_ticks,111.66666666666667,50
Interaction cohort,REJECTION,wr_20_20_all,0.24,50
Interaction cohort,REJECTION,wr_20_20_resolved,0.5217391304347826,23
Interaction cohort,REJECTION,mean_realized_r_20_20,0.043478260869565216,23
Interaction cohort,REJECTION,wr_40_40_all,0.44,50
Interaction cohort,REJECTION,wr_40_40_resolved,0.55,40
Interaction cohort,REJECTION,mean_realized_r_40_40,0.1,40
Interaction cohort,REJECTION,wr_60_60_all,0.44,50
Interaction cohort,REJECTION,wr_60_60_resolved,0.5,44
Interaction cohort,REJECTION,mean_realized_r_60_60,0.0070921985815602835,47
Interaction cohort,REJECTION,wr_80_80_all,0.4,50
Interaction cohort,REJECTION,wr_80_80_resolved,0.47619047619047616,42
Interaction cohort,REJECTION,mean_realized_r_80_80,-0.03515625,48
Interaction cohort,UNKNOWN_APPROACH,events,2.0,2
Interaction cohort,UNKNOWN_APPROACH,unique_days,2.0,2
Interaction cohort,UNKNOWN_APPROACH,mean_mfe_ticks,,2
Interaction cohort,UNKNOWN_APPROACH,mean_mae_ticks,,2
Interaction cohort,UNKNOWN_APPROACH,wr_20_20_all,0.0,2
Interaction cohort,UNKNOWN_APPROACH,wr_20_20_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_20_20,,0
Interaction cohort,UNKNOWN_APPROACH,wr_40_40_all,0.0,2
Interaction cohort,UNKNOWN_APPROACH,wr_40_40_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_40_40,,0
Interaction cohort,UNKNOWN_APPROACH,wr_60_60_all,0.0,2
Interaction cohort,UNKNOWN_APPROACH,wr_60_60_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_60_60,,0
Interaction cohort,UNKNOWN_APPROACH,wr_80_80_all,0.0,2
Interaction cohort,UNKNOWN_APPROACH,wr_80_80_resolved,,0
Interaction cohort,UNKNOWN_APPROACH,mean_realized_r_80_80,,0
Interaction cohort,UNRESOLVED,events,1.0,1
Interaction cohort,UNRESOLVED,unique_days,1.0,1
Interaction cohort,UNRESOLVED,mean_mfe_ticks,,1
Interaction cohort,UNRESOLVED,mean_mae_ticks,,1
Interaction cohort,UNRESOLVED,wr_20_20_all,0.0,1
Interaction cohort,UNRESOLVED,wr_20_20_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_20_20,,0
Interaction cohort,UNRESOLVED,wr_40_40_all,0.0,1
Interaction cohort,UNRESOLVED,wr_40_40_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_40_40,,0
Interaction cohort,UNRESOLVED,wr_60_60_all,0.0,1
Interaction cohort,UNRESOLVED,wr_60_60_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_60_60,,0
Interaction cohort,UNRESOLVED,wr_80_80_all,0.0,1
Interaction cohort,UNRESOLVED,wr_80_80_resolved,,0
Interaction cohort,UNRESOLVED,mean_realized_r_80_80,,0
Interaction x shape,ACCEPTANCE|double,events,9.0,9
Interaction x shape,ACCEPTANCE|double,wr_20_20_resolved,0.2,5
Interaction x shape,ACCEPTANCE|double,wr_40_40_resolved,0.375,8
Interaction x shape,ACCEPTANCE|double,wr_60_60_resolved,0.4444444444444444,9
Interaction x shape,ACCEPTANCE|double,wr_80_80_resolved,0.4444444444444444,9
Interaction x shape,ACCEPTANCE|trend_down,events,9.0,9
Interaction x shape,ACCEPTANCE|trend_down,wr_20_20_resolved,0.6666666666666666,3
Interaction x shape,ACCEPTANCE|trend_down,wr_40_40_resolved,0.6,5
Interaction x shape,ACCEPTANCE|trend_down,wr_60_60_resolved,0.625,8
Interaction x shape,ACCEPTANCE|trend_down,wr_80_80_resolved,0.5555555555555556,9
Interaction x shape,ACCEPTANCE|trend_up,events,10.0,10
Interaction x shape,ACCEPTANCE|trend_up,wr_20_20_resolved,0.6,5
Interaction x shape,ACCEPTANCE|trend_up,wr_40_40_resolved,0.5,8
Interaction x shape,ACCEPTANCE|trend_up,wr_60_60_resolved,0.42857142857142855,7
Interaction x shape,ACCEPTANCE|trend_up,wr_80_80_resolved,0.42857142857142855,7
Interaction x shape,ACCEPTANCE|unknown,events,24.0,24
Interaction x shape,ACCEPTANCE|unknown,wr_20_20_resolved,0.2857142857142857,7
Interaction x shape,ACCEPTANCE|unknown,wr_40_40_resolved,0.42857142857142855,21
Interaction x shape,ACCEPTANCE|unknown,wr_60_60_resolved,0.391304347826087,23
Interaction x shape,ACCEPTANCE|unknown,wr_80_80_resolved,0.4782608695652174,23
Interaction x shape,REJECTION|double,events,4.0,4
Interaction x shape,REJECTION|double,wr_20_20_resolved,1.0,2
Interaction x shape,REJECTION|double,wr_40_40_resolved,0.6666666666666666,3
Interaction x shape,REJECTION|double,wr_60_60_resolved,0.6666666666666666,3
Interaction x shape,REJECTION|double,wr_80_80_resolved,0.6666666666666666,3
Interaction x shape,REJECTION|trend_down,events,13.0,13
Interaction x shape,REJECTION|trend_down,wr_20_20_resolved,0.7142857142857143,7
Interaction x shape,REJECTION|trend_down,wr_40_40_resolved,0.6666666666666666,9
Interaction x shape,REJECTION|trend_down,wr_60_60_resolved,0.5454545454545454,11
Interaction x shape,REJECTION|trend_down,wr_80_80_resolved,0.75,12
Interaction x shape,REJECTION|trend_up,events,9.0,9
Interaction x shape,REJECTION|trend_up,wr_20_20_resolved,0.6666666666666666,6
Interaction x shape,REJECTION|trend_up,wr_40_40_resolved,0.6666666666666666,9
Interaction x shape,REJECTION|trend_up,wr_60_60_resolved,0.5555555555555556,9
Interaction x shape,REJECTION|trend_up,wr_80_80_resolved,0.7142857142857143,7
Interaction x shape,REJECTION|unknown,events,24.0,24
Interaction x shape,REJECTION|unknown,wr_20_20_resolved,0.125,8
Interaction x shape,REJECTION|unknown,wr_40_40_resolved,0.42105263157894735,19
Interaction x shape,REJECTION|unknown,wr_60_60_resolved,0.42857142857142855,21
Interaction x shape,REJECTION|unknown,wr_80_80_resolved,0.2,20
Interaction x shape,UNKNOWN_APPROACH|trend_down,events,1.0,1
Interaction x shape,UNKNOWN_APPROACH|trend_down,wr_20_20_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|trend_down,wr_40_40_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|trend_down,wr_60_60_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|trend_down,wr_80_80_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|unknown,events,1.0,1
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_20_20_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_40_40_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_60_60_resolved,,0
Interaction x shape,UNKNOWN_APPROACH|unknown,wr_80_80_resolved,,0
Interaction x shape,UNRESOLVED|trend_up,events,1.0,1
Interaction x shape,UNRESOLVED|trend_up,wr_20_20_resolved,,0
Interaction x shape,UNRESOLVED|trend_up,wr_40_40_resolved,,0
Interaction x shape,UNRESOLVED|trend_up,wr_60_60_resolved,,0
Interaction x shape,UNRESOLVED|trend_up,wr_80_80_resolved,,0
Monthly,2022-06,events,6.0,6
Monthly,2022-06,unique_days,3.0,6
Monthly,2022-06,wr_20_20_resolved,1.0,2
Monthly,2022-06,wr_40_40_resolved,1.0,5
Monthly,2022-06,wr_60_60_resolved,1.0,5
Monthly,2022-06,wr_80_80_resolved,0.8,5
Monthly,2022-07,events,23.0,23
Monthly,2022-07,unique_days,6.0,23
Monthly,2022-07,wr_20_20_resolved,0.625,8
Monthly,2022-07,wr_40_40_resolved,0.5333333333333333,15
Monthly,2022-07,wr_60_60_resolved,0.4444444444444444,18
Monthly,2022-07,wr_80_80_resolved,0.5,20
Monthly,2022-08,events,13.0,13
Monthly,2022-08,unique_days,4.0,13
Monthly,2022-08,wr_20_20_resolved,0.3333333333333333,6
Monthly,2022-08,wr_40_40_resolved,0.3333333333333333,12
Monthly,2022-08,wr_60_60_resolved,0.36363636363636365,11
Monthly,2022-08,wr_80_80_resolved,0.45454545454545453,11
Monthly,2022-09,events,39.0,39
Monthly,2022-09,unique_days,9.0,39
Monthly,2022-09,wr_20_20_resolved,0.42105263157894735,19
Monthly,2022-09,wr_40_40_resolved,0.53125,32
Monthly,2022-09,wr_60_60_resolved,0.4594594594594595,37
Monthly,2022-09,wr_80_80_resolved,0.4722222222222222,36
Monthly,2022-10,events,15.0,15
Monthly,2022-10,unique_days,4.0,15
Monthly,2022-10,wr_20_20_resolved,0.6,5
Monthly,2022-10,wr_40_40_resolved,0.5454545454545454,11
Monthly,2022-10,wr_60_60_resolved,0.5384615384615384,13
Monthly,2022-10,wr_80_80_resolved,0.5,12
Monthly,2022-11,events,9.0,9
Monthly,2022-11,unique_days,1.0,9
Monthly,2022-11,wr_20_20_resolved,0.0,3
Monthly,2022-11,wr_40_40_resolved,0.14285714285714285,7
Monthly,2022-11,wr_60_60_resolved,0.2857142857142857,7
Monthly,2022-11,wr_80_80_resolved,0.16666666666666666,6
